model_id,task_id,item_id,shot,gpt_total,kimi_total,dual_total,primary_configuration,gpt_family_value,gpt_context_fit,gpt_coherence,gpt_clarity,kimi_family_value,kimi_context_fit,kimi_coherence,kimi_clarity,gpt_plot_logic,gpt_characterization,gpt_emotion,kimi_plot_logic,kimi_characterization,kimi_emotion,gpt_content_fidelity,gpt_style_fit,gpt_value_expression,kimi_content_fidelity,kimi_style_fit,kimi_value_expression
deepseek-llm-7b-chat,rewriting,REW-015,0,61.5,52.5,57.0,True,,,,80,,,,70.0,,,,,,,78,45,74,75.0,35.0,60.0
Qwen3-8B-NonThinking,story_generation,GEN-042,0,71.35,71.05,71.19999999999999,True,70,,,,72.0,,,,65,74,82,68.0,70.0,75.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-030,0,36.7,53.25,44.975,False,35,78,30,20,55.0,75.0,50.0,40.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-075,0,26.25,22.75,24.5,True,30,50,25,5,25.0,35.0,20.0,15.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-045,0,62.7,49.0,55.85,True,75,78,70,20,55.0,60.0,50.0,30.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-077,0,70.7,41.0,55.85,True,75,,,,45.0,,,,70,65,68,40.0,35.0,40.0,,,,,,
glm-4-9b-chat,story_generation,GEN-044,0,76.05,49.5,62.775,True,82,,,,55.0,,,,75,70,70,50.0,45.0,40.0,,,,,,
deepseek-llm-7b-chat,continuation,CON-083,0,60.65,52.5,56.575,True,78,90,65,5,55.0,70.0,50.0,40.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-067,0,88.6,77.9,83.25,True,,,,90,,,,85.0,,,,,,,90,88,86,72.0,78.0,75.0
internlm2_5-7b-chat,continuation,CON-039,0,40.25,46.75,43.5,True,55,40,45,10,55.0,45.0,50.0,30.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-087,0,57.6,49.9,53.75,True,,,,58,,,,55.0,,,,,,,55,60,50,52.0,48.0,45.0
Qwen3-8B-NonThinking,story_generation,GEN-082,0,73.5,69.55,71.525,True,76,,,,72.0,,,,70,74,72,68.0,70.0,65.0,,,,,,
Doubao,rewriting,REW-083,0,77.1,81.7,79.4,True,,,,80,,,,80.0,,,,,,,78,75,80,75.0,85.0,82.0
deepseek-llm-7b-chat,rewriting,REW-019,0,71.0,46.5,58.75,True,,,,82,,,,65.0,,,,,,,84,60,78,55.0,35.0,50.0
glm-4-9b-chat,story_generation,GEN-096,0,71.7,56.4,64.05,True,74,,,,55.0,,,,70,72,68,60.0,58.0,52.0,,,,,,
QwQ-32B,continuation,CON-046,0,53.85,68.25,61.05,True,45,70,35,88,55.0,75.0,70.0,80.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-019,0,51.75,51.0,51.375,True,55,80,55,20,55.0,60.0,50.0,40.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-068,0,47.9,51.0,49.45,True,55,,,,55.0,,,,46,42,40,50.0,45.0,50.0,,,,,,
chatglm3-6b,rewriting,REW-004,0,62.4,45.5,53.95,True,,,,70,,,,60.0,,,,,,,78,50,78,55.0,35.0,50.0
internlm2_5-7b-chat,story_generation,GEN-015,0,73.7,60.25,66.975,True,78,,,,65.0,,,,68,72,74,60.0,55.0,55.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-090,0,64.75,71.75,68.25,True,70,75,70,40,75.0,85.0,70.0,60.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-045,0,87.2,69.4,78.30000000000001,True,,,,90,,,,78.0,,,,,,,88,86,86,55.0,72.0,68.0
Mistral-7B-Instruct-v0.3,rewriting,REW-069,0,41.5,50.5,46.0,True,,,,42,,,,60.0,,,,,,,52,35,52,55.0,45.0,50.0
Mistral-7B-Instruct-v0.3,continuation,CON-017,0,31.25,39.0,35.125,True,40,40,35,5,45.0,55.0,35.0,25.0,,,,,,,,,,,,
deepseek-llm-7b-chat,continuation,CON-020,0,43.1,51.0,47.05,True,56,52,50,5,55.0,60.0,50.0,40.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-063,0,88.0,75.2,81.6,True,,,,88,,,,75.0,,,,,,,92,86,90,72.0,78.0,68.0
Qwen3-8B-NonThinking,story_generation,GEN-034,0,49.75,71.9,60.825,True,50,,,,75.0,,,,45,55,50,68.0,72.0,70.0,,,,,,
chatglm3-6b,continuation,CON-019,0,43.25,50.75,47.0,True,50,65,50,5,55.0,70.0,45.0,40.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-009,0,43.6,40.0,41.8,True,50,58,50,12,45.0,55.0,35.0,30.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-046,0,69.0,72.95,70.975,True,78,82,78,30,78.0,82.0,75.0,55.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-030,0,85.0,80.0,82.5,True,,,,88,,,,85.0,,,,,,,90,82,84,75.0,82.0,70.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-060,0,86.4,81.25,83.825,True,86,88,84,90,75.0,85.0,80.0,90.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-069,0,67.9,50.0,58.95,True,82,80,78,20,55.0,65.0,45.0,40.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-078,0,86.6,72.0,79.3,True,,,,86,,,,75.0,,,,,,,88,86,88,75.0,70.0,70.0
QwQ-32B,continuation,CON-032,0,83.5,68.25,75.875,True,82,88,78,92,55.0,85.0,60.0,90.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-044,0,76.4,59.3,67.85,True,80,,,,62.0,,,,76,76,68,58.0,55.0,60.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-079,0,55.0,51.0,53.0,True,60,,,,55.0,,,,50,55,50,50.0,45.0,50.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-072,0,61.0,49.5,55.25,True,65,,,,55.0,,,,55,65,55,50.0,45.0,40.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-017,0,76.2,75.1,75.65,True,,,,80,,,,78.0,,,,,,,85,70,82,72.0,75.0,76.0
Qwen3-8B-Thinking,story_generation,GEN-011,0,80.15,72.5,76.325,False,82,,,,72.0,,,,75,80,84,68.0,75.0,78.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-089,0,77.6,63.5,70.55,True,,,,84,,,,70.0,,,,,,,86,70,86,55.0,65.0,60.0
Qwen3-8B-Thinking,story_generation,GEN-041,0,77.75,71.3,74.525,False,80,,,,72.0,,,,75,75,80,68.0,75.0,70.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-093,0,54.25,46.5,50.375,True,60,,,,55.0,,,,52,45,55,45.0,40.0,35.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-072,0,69.6,76.35,72.975,True,80,82,78,30,78.0,82.0,75.0,72.0,,,,,,,,,,,,
glm-4-9b-chat,continuation,CON-100,0,58.1,59.25,58.675,True,55,80,40,78,55.0,75.0,50.0,70.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-026,0,52.0,54.25,53.125,True,60,80,60,5,55.0,75.0,50.0,45.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-063,0,68.9,79.65,74.275,True,78,75,75,40,82.0,85.0,78.0,75.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-021,0,87.6,77.9,82.75,True,,,,90,,,,85.0,,,,,,,90,86,86,72.0,78.0,75.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-003,0,71.0,82.4,76.7,True,75,78,72,58,85.0,88.0,82.0,75.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-039,0,65.5,52.5,59.0,True,,,,75,,,,70.0,,,,,,,45,70,65,55.0,45.0,50.0
Doubao,continuation,CON-007,0,87.5,87.65,87.575,True,86,88,86,92,88.0,85.0,86.0,92.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-009,0,57.2,51.0,54.1,True,58,,,,55.0,,,,55,60,55,50.0,45.0,50.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-012,0,64.6,55.5,60.05,True,,,,76,,,,75.0,,,,,,,86,50,72,85.0,35.0,60.0
QwQ-32B,continuation,CON-066,0,86.05,89.05,87.55,True,86,83,84,92,88.0,85.0,90.0,92.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-087,0,52.8,61.9,57.349999999999994,True,48,,,,65.0,,,,55,58,55,58.0,62.0,60.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-046,0,73.8,59.1,66.45,True,,,,78,,,,68.0,,,,,,,78,70,76,59.0,55.0,62.0
Qwen3-8B-NonThinking,continuation,CON-093,0,47.25,70.0,58.625,True,60,70,45,15,75.0,80.0,70.0,55.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-024,0,56.05,54.25,55.15,True,65,82,55,25,55.0,75.0,50.0,45.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-070,0,54.9,67.5,61.2,True,,,,74,,,,75.0,,,,,,,78,35,70,85.0,55.0,80.0
Baichuan2-7B-Chat,rewriting,REW-068,0,72.4,55.5,63.95,True,,,,82,,,,75.0,,,,,,,88,60,84,85.0,35.0,60.0
Mistral-7B-Instruct-v0.3,continuation,CON-021,0,27.0,35.75,31.375,True,30,50,30,0,45.0,40.0,35.0,20.0,,,,,,,,,,,,
Doubao,story_generation,GEN-032,0,86.6,88.55,87.57499999999999,True,90,,,,92.0,,,,86,84,82,85.0,88.0,86.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-050,0,38.75,39.0,38.875,True,45,60,35,20,45.0,55.0,35.0,25.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-043,0,91.8,81.3,86.55,True,92,,,,82.0,,,,90,92,94,78.0,85.0,80.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-063,0,35.5,42.75,39.125,True,50,60,30,5,45.0,55.0,40.0,35.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-066,0,70.7,49.5,60.1,True,78,,,,55.0,,,,70,65,60,50.0,45.0,40.0,,,,,,
chatglm3-6b,story_generation,GEN-092,0,31.6,40.0,35.8,True,35,,,,45.0,,,,30,28,30,35.0,40.0,35.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-009,0,67.85,72.0,69.925,True,70,80,55,78,75.0,80.0,70.0,65.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-021,0,33.75,55.25,44.5,False,35,65,30,15,55.0,65.0,60.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-075,0,54.7,35.5,45.1,True,,,,70,,,,60.0,,,,,,,55,45,72,55.0,15.0,50.0
Qwen2.5-7B-Instruct,story_generation,GEN-077,0,82.6,69.5,76.05,True,86,,,,75.0,,,,82,80,78,70.0,65.0,60.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-060,0,73.95,51.0,62.475,True,78,,,,55.0,,,,76,70,65,50.0,45.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-100,0,70.05,74.95,72.5,True,75,75,78,45,78.0,85.0,72.0,68.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-083,0,63.7,74.25,68.975,True,76,78,72,20,75.0,85.0,80.0,55.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-098,0,76.4,62.5,69.45,True,,,,84,,,,70.0,,,,,,,86,68,84,75.0,55.0,60.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-010,0,79.3,69.15,74.225,True,85,,,,72.0,,,,78,75,72,65.0,68.0,70.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-043,0,79.7,61.5,70.6,True,,,,84,,,,75.0,,,,,,,86,75,82,65.0,55.0,60.0
glm-4-9b-chat,rewriting,REW-090,0,77.0,63.0,70.0,True,,,,82,,,,70.0,,,,,,,86,70,84,75.0,55.0,65.0
glm-4-9b-chat,continuation,CON-054,0,50.1,65.75,57.925,True,52,58,48,45,65.0,75.0,60.0,70.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-019,0,51.1,40.5,45.8,True,,,,55,,,,50.0,,,,,,,58,45,60,45.0,35.0,40.0
glm-4-9b-chat,continuation,CON-013,0,50.25,57.75,54.0,True,55,60,45,45,55.0,70.0,45.0,75.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-068,0,78.9,61.9,70.4,True,82,,,,65.0,,,,78,76,76,58.0,62.0,60.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-032,0,44.5,36.25,40.375,True,50,85,45,5,35.0,45.0,40.0,25.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-044,0,37.8,37.75,37.775,True,45,48,42,12,45.0,35.0,40.0,25.0,,,,,,,,,,,,
Doubao,story_generation,GEN-071,0,88.1,84.7,86.4,True,90,,,,88.0,,,,88,86,86,82.0,85.0,80.0,,,,,,
Doubao,rewriting,REW-031,0,80.2,80.4,80.30000000000001,True,,,,82,,,,82.0,,,,,,,84,78,80,85.0,78.0,80.0
deepseek-llm-7b-chat,rewriting,REW-073,0,78.4,73.5,75.95,True,,,,84,,,,80.0,,,,,,,82,74,82,65.0,75.0,70.0
Mistral-7B-Instruct-v0.3,rewriting,REW-096,0,41.0,46.5,43.75,True,,,,35,,,,40.0,,,,,,,35,45,45,55.0,45.0,50.0
Qwen2.5-7B-Instruct,story_generation,GEN-098,0,71.65,49.0,60.325,True,70,,,,45.0,,,,75,72,70,50.0,55.0,50.0,,,,,,
deepseek-llm-7b-chat,continuation,CON-026,0,34.95,16.5,25.725,True,35,78,25,20,15.0,30.0,10.0,20.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-016,0,88.1,68.1,78.1,True,90,,,,72.0,,,,88,86,86,68.0,65.0,62.0,,,,,,
Qwen3-8B-Thinking,rewriting,REW-086,0,82.4,78.3,80.35,False,,,,84,,,,80.0,,,,,,,86,80,84,85.0,75.0,78.0
Qwen3-8B-Thinking,rewriting,REW-047,0,75.2,50.5,62.85,False,,,,84,,,,60.0,,,,,,,84,68,76,55.0,45.0,50.0
Qwen2.5-7B-Instruct,rewriting,REW-049,0,80.8,67.0,73.9,True,,,,82,,,,75.0,,,,,,,82,80,80,55.0,70.0,60.0
QwQ-32B,continuation,CON-020,0,66.35,85.55,75.94999999999999,True,60,82,55,84,85.0,75.0,88.0,90.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-008,0,59.5,63.75,61.625,True,70,80,70,10,75.0,70.0,65.0,40.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-090,0,86.35,86.6,86.475,True,84,87,86,90,85.0,82.0,88.0,90.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-065,0,81.4,64.7,73.05000000000001,True,84,,,,65.0,,,,78,80,82,62.0,68.0,64.0,,,,,,
glm-4-9b-chat,story_generation,GEN-031,0,77.0,68.1,72.55,True,80,,,,72.0,,,,75,75,75,68.0,65.0,62.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-028,0,70.4,55.0,62.7,True,,,,82,,,,60.0,,,,,,,80,60,80,75.0,45.0,55.0
glm-4-9b-chat,rewriting,REW-097,0,83.6,78.7,81.15,True,,,,86,,,,80.0,,,,,,,85,82,84,85.0,75.0,82.0
glm-4-9b-chat,continuation,CON-078,0,48.45,59.25,53.85,True,35,78,35,70,55.0,75.0,50.0,70.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-075,0,73.4,52.0,62.7,True,,,,85,,,,70.0,,,,,,,90,60,84,75.0,35.0,55.0
Mistral-7B-Instruct-v0.3,rewriting,REW-100,0,15.0,19.5,17.25,True,,,,10,,,,10.0,,,,,,,30,10,20,45.0,15.0,10.0
Qwen2.5-7B-Instruct,rewriting,REW-080,0,75.2,49.0,62.1,True,,,,84,,,,50.0,,,,,,,82,68,80,55.0,45.0,55.0
QwQ-32B,story_generation,GEN-077,0,87.2,87.35,87.275,True,88,,,,88.0,,,,86,88,86,85.0,90.0,86.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-072,0,43.5,36.5,40.0,True,,,,45,,,,30.0,,,,,,,55,35,60,45.0,35.0,40.0
Mistral-7B-Instruct-v0.3,rewriting,REW-025,0,32.0,45.5,38.75,True,,,,35,,,,55.0,,,,,,,20,35,35,35.0,45.0,50.0
Qwen2.5-7B-Instruct,continuation,CON-008,0,48.0,57.75,52.875,True,50,55,45,45,55.0,70.0,45.0,75.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-022,0,70.5,70.75,70.625,True,82,84,78,30,75.0,85.0,70.0,55.0,,,,,,,,,,,,
Doubao,continuation,CON-024,0,90.0,89.05,89.525,True,90,92,88,92,88.0,85.0,90.0,92.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-040,0,66.6,50.5,58.55,True,,,,78,,,,60.0,,,,,,,72,58,76,55.0,45.0,50.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-056,0,73.2,79.5,76.35,True,,,,82,,,,70.0,,,,,,,78,66,82,75.0,85.0,80.0
internlm2_5-7b-chat,continuation,CON-086,0,55.3,57.75,56.525,True,65,70,62,18,55.0,75.0,60.0,45.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-058,0,72.5,51.0,61.75,True,78,,,,55.0,,,,72,70,62,50.0,45.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-054,0,72.55,54.75,63.65,True,70,,,,55.0,,,,65,80,82,50.0,60.0,55.0,,,,,,
chatglm3-6b,story_generation,GEN-099,0,77.1,40.0,58.55,True,82,,,,45.0,,,,76,74,70,35.0,40.0,35.0,,,,,,
internlm2_5-7b-chat,continuation,CON-011,0,33.0,47.0,40.0,True,45,30,40,5,55.0,40.0,50.0,35.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-083,0,75.3,53.75,64.525,True,82,,,,55.0,,,,78,70,60,60.0,50.0,45.0,,,,,,
QwQ-32B,story_generation,GEN-041,0,88.7,86.25,87.475,True,90,,,,88.0,,,,88,86,90,85.0,86.0,84.0,,,,,,
Doubao,continuation,CON-032,0,87.7,91.3,89.5,True,88,88,86,90,92.0,88.0,90.0,95.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-053,0,78.3,45.25,61.775,True,82,,,,45.0,,,,78,76,72,50.0,40.0,45.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-027,0,64.5,60.5,62.5,True,,,,70,,,,70.0,,,,,,,70,60,65,65.0,55.0,60.0
internlm2_5-7b-chat,rewriting,REW-087,0,83.4,60.7,72.05000000000001,True,,,,84,,,,75.0,,,,,,,86,82,84,62.0,55.0,58.0
Baichuan2-7B-Chat,continuation,CON-095,0,27.75,13.5,20.625,True,30,55,30,0,15.0,30.0,10.0,5.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-040,0,50.0,39.0,44.5,True,65,80,50,5,45.0,55.0,35.0,25.0,,,,,,,,,,,,
chatglm3-6b,story_generation,GEN-045,0,50.75,40.0,45.375,True,55,,,,45.0,,,,45,50,50,35.0,40.0,35.0,,,,,,
Doubao,story_generation,GEN-089,0,86.9,79.55,83.225,True,88,,,,82.0,,,,86,85,88,78.0,80.0,75.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-086,0,67.1,58.0,62.55,True,,,,78,,,,70.0,,,,,,,82,55,76,75.0,45.0,65.0
deepseek-llm-7b-chat,story_generation,GEN-065,0,67.0,49.5,58.25,True,70,,,,55.0,,,,65,65,65,50.0,45.0,40.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-045,0,81.2,75.0,78.1,True,,,,84,,,,85.0,,,,,,,86,78,82,75.0,70.0,80.0
Qwen2.5-7B-Instruct,rewriting,REW-060,0,61.5,66.5,64.0,True,,,,75,,,,75.0,,,,,,,60,55,70,85.0,55.0,70.0
internlm2_5-7b-chat,continuation,CON-004,0,56.3,59.0,57.65,True,66,70,64,18,65.0,70.0,60.0,40.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-036,0,86.2,79.5,82.85,True,,,,84,,,,70.0,,,,,,,88,86,88,75.0,85.0,80.0
glm-4-9b-chat,story_generation,GEN-065,0,60.5,64.55,62.525,True,68,,,,68.0,,,,58,55,52,65.0,62.0,58.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-050,0,78.35,64.85,71.6,True,84,,,,68.0,,,,80,75,65,65.0,62.0,60.0,,,,,,
glm-4-9b-chat,rewriting,REW-088,0,81.0,63.0,72.0,True,,,,82,,,,70.0,,,,,,,86,78,84,75.0,55.0,65.0
Doubao,rewriting,REW-010,0,90.4,89.5,89.95,True,,,,90,,,,92.0,,,,,,,92,90,90,88.0,90.0,85.0
glm-4-9b-chat,continuation,CON-033,0,66.4,64.25,65.325,True,66,82,58,70,65.0,70.0,55.0,75.0,,,,,,,,,,,,
Doubao,story_generation,GEN-004,0,90.4,89.85,90.125,True,92,,,,92.0,,,,90,88,90,88.0,90.0,87.0,,,,,,
chatglm3-6b,rewriting,REW-059,0,70.1,53.5,61.8,True,,,,78,,,,65.0,,,,,,,72,65,76,55.0,50.0,45.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-053,0,86.4,62.5,74.45,True,,,,86,,,,75.0,,,,,,,88,86,86,55.0,60.0,65.0
Baichuan2-7B-Chat,continuation,CON-084,0,52.5,49.5,51.0,True,65,85,55,5,55.0,75.0,45.0,30.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-094,0,69.2,52.0,60.6,True,,,,78,,,,60.0,,,,,,,78,60,80,55.0,45.0,65.0
glm-4-9b-chat,continuation,CON-097,0,67.5,64.0,65.75,True,75,70,70,50,65.0,75.0,55.0,70.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-026,0,79.0,69.0,74.0,True,,,,84,,,,75.0,,,,,,,82,76,78,65.0,70.0,60.0
Doubao,story_generation,GEN-083,0,87.2,89.55,88.375,True,90,,,,92.0,,,,88,86,80,88.0,90.0,85.0,,,,,,
chatglm3-6b,story_generation,GEN-058,0,58.25,46.5,52.375,True,65,,,,55.0,,,,55,55,50,45.0,40.0,35.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-060,0,42.0,69.3,55.65,True,35,,,,72.0,,,,45,50,45,68.0,65.0,70.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-012,0,30.0,29.5,29.75,True,35,,,,35.0,,,,25,30,25,30.0,25.0,20.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-022,0,78.4,71.5,74.95,True,,,,86,,,,75.0,,,,,,,88,70,86,85.0,65.0,70.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-088,0,79.0,63.0,71.0,True,,,,86,,,,70.0,,,,,,,90,70,88,75.0,55.0,65.0
glm-4-9b-chat,continuation,CON-048,0,47.75,57.75,52.75,True,50,55,50,35,55.0,65.0,50.0,70.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-060,0,87.2,84.7,85.95,True,88,,,,88.0,,,,86,88,86,82.0,85.0,80.0,,,,,,
chatglm3-6b,story_generation,GEN-064,0,41.75,47.95,44.85,True,45,,,,52.0,,,,35,45,40,45.0,48.0,42.0,,,,,,
chatglm3-6b,story_generation,GEN-086,0,76.0,49.5,62.75,True,80,,,,55.0,,,,78,70,70,50.0,45.0,40.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-028,0,79.0,63.0,71.0,True,,,,84,,,,70.0,,,,,,,88,72,86,75.0,55.0,65.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-022,0,77.2,71.3,74.25,True,,,,82,,,,78.0,,,,,,,76,78,66,62.0,75.0,58.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-097,0,79.4,78.55,78.975,True,82,,,,82.0,,,,76,78,80,75.0,78.0,76.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-050,0,82.7,54.4,68.55,True,86,,,,55.0,,,,82,82,76,58.0,52.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-049,0,71.25,51.75,61.5,True,70,,,,55.0,,,,65,72,84,50.0,45.0,55.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-030,0,49.0,44.5,46.75,True,,,,65,,,,50.0,,,,,,,70,30,70,55.0,35.0,60.0
chatglm3-6b,story_generation,GEN-032,0,56.75,39.5,48.125,True,55,,,,45.0,,,,58,60,55,40.0,35.0,30.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-088,0,35.75,59.0,47.375,False,45,60,35,5,65.0,75.0,55.0,45.0,,,,,,,,,,,,
Doubao,continuation,CON-021,0,89.2,91.3,90.25,True,91,90,88,88,92.0,88.0,90.0,95.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-096,0,66.2,53.5,59.85,True,,,,76,,,,55.0,,,,,,,74,58,72,70.0,45.0,60.0
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-064,0,63.35,72.0,67.675,True,55,80,55,78,75.0,60.0,70.0,80.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-088,0,70.6,61.5,66.05,True,,,,80,,,,75.0,,,,,,,88,58,80,85.0,45.0,70.0
glm-4-9b-chat,continuation,CON-087,0,55.65,64.0,59.825,True,45,72,45,78,65.0,75.0,55.0,70.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-092,0,58.6,48.75,53.675,True,72,80,60,20,55.0,70.0,45.0,30.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-086,0,87.8,67.35,77.57499999999999,True,90,,,,72.0,,,,88,86,84,65.0,68.0,58.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-039,0,78.4,59.3,68.85,True,82,,,,62.0,,,,78,72,78,58.0,55.0,60.0,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-046,0,23.25,37.25,30.25,True,25,40,25,5,35.0,55.0,30.0,40.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-036,0,16.25,42.75,29.5,False,20,15,20,5,45.0,35.0,40.0,50.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-049,0,71.0,60.5,65.75,True,,,,78,,,,70.0,,,,,,,72,68,70,65.0,55.0,60.0
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-001,0,81.0,54.5,67.75,True,,,,85,,,,75.0,,,,,,,76,82,78,35.0,55.0,50.0
deepseek-llm-7b-chat,rewriting,REW-082,0,54.7,45.0,49.85,True,,,,62,,,,50.0,,,,,,,70,45,58,65.0,35.0,45.0
chatglm3-6b,continuation,CON-053,0,30.75,28.75,29.75,True,35,40,35,10,35.0,25.0,30.0,20.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-093,0,69.1,63.0,66.05,True,,,,78,,,,70.0,,,,,,,70,65,70,75.0,55.0,65.0
QwQ-32B,rewriting,REW-017,0,89.4,82.7,86.05000000000001,True,,,,90,,,,88.0,,,,,,,92,88,90,72.0,85.0,82.0
deepseek-llm-7b-chat,continuation,CON-066,0,46.25,42.75,44.5,True,55,70,55,0,45.0,55.0,40.0,35.0,,,,,,,,,,,,
